,hidden_state,state,q,parent,prev_action,avail_children,step,done
2707,[ 1.29371042 -1.99645302  1.58321182 -3.30550801],[ 0.27355388  0.96185666 -0.41291896 -0.9107678   1.5832118  -3.305508  ],[0.46202102 0.28859535 0.2493836 ],2706,0,2,89,False
2708,[ 1.47744318 -2.48895447  0.25822598 -1.65975828],[ 0.09321761  0.99564576 -0.79448444 -0.6072845   0.25822598 -1.6597583 ],[0.4089557  0.31134087 0.2797034 ],2707,1,2,90,False
2709,[ 1.39994961 -2.66492292 -1.02245904 -0.09537994],[ 0.1700168   0.98544115 -0.88852787 -0.4588227  -1.022459   -0.09537994],[0.38919586 0.3074198  0.30338424],2708,1,2,91,False
2710,[ 1.06970164 -2.50182375 -2.24469567  1.748378  ],[ 0.48038593  0.8770572  -0.80223376 -0.5970101  -2.2446957   1.748378  ],[0.3293974  0.31965777 0.35094482],2709,2,3,92,False
2711,[-0.14901651  0.20033274 -0.86366517  1.38961252],[ 0.9889176  -0.14846562  0.98000044  0.19899543 -0.86366516  1.3896126 ],[0.3059258  0.30299208 0.3910821 ],106,2,2,18,False
2712,[-0.27812554  0.39451159 -0.3987764   0.5073607 ],[ 0.96157175 -0.2745537   0.9231844   0.38435733 -0.3987764   0.5073607 ],[0.34121454 0.30727777 0.35150772],2711,0,2,19,False
2713,[-0.30155265  0.39375262  0.16860074 -0.51660442],[ 0.9548765  -0.29700315  0.92347586  0.38365656  0.16860074 -0.5166044 ],[0.37790993 0.31234965 0.30974045],2712,0,2,20,False
2714,[-0.23975587  0.26225971  0.43339501 -0.7685449 ],[ 0.97139597 -0.23746549  0.9658066   0.25926366  0.43339503 -0.7685449 ],[0.38761237 0.31168944 0.30069822],2713,2,2,21,False
2715,[-0.11059808  0.03340306  0.82540382 -1.46191555],[ 0.9938903  -0.11037274  0.99944216  0.03339685  0.8254038  -1.4619156 ],[0.41474175 0.31083468 0.27442366],2714,0,2,22,False
2716,[ 0.84126453 -1.13109664  2.71619919 -4.86075568],[ 0.66652066  0.74548656  0.42566773 -0.9048795   2.7161992  -4.8607554 ],[0.5129257  0.27493188 0.21214253],2687,2,2,88,False
2717,[ 1.25702355 -1.89587675  1.43419396 -2.86527521],[ 0.3086494   0.95117587 -0.319385   -0.94762504  1.434194   -2.8652751 ],[0.45234525 0.29279816 0.2548566 ],2716,1,2,89,False
2718,[ 1.42085782 -2.32465274  0.20137418 -1.45079499],[ 0.14937733  0.98878026 -0.6844554  -0.72905475  0.20137417 -1.4507949 ],[0.40877342 0.3092023  0.2820242 ],2717,0,2,90,False
2719,[ 1.33267084 -2.45810292 -1.07089752  0.12432993],[ 0.23588143  0.97178185 -0.77537364 -0.6315027  -1.0708976   0.12432992],[0.38547158 0.3070154  0.30751297],2718,1,2,91,False
2720,[ 1.0076982  -2.28790711 -2.14086663  1.6023185 ],[ 0.5338085  0.8456054 -0.6572098 -0.7537077 -2.1408665  1.6023185],[0.33175004 0.31865716 0.3495928 ],2719,0,3,92,False
2721,[-1.53543689  1.4981517  -1.44469601  4.46082534],[ 0.03535207 -0.9993749   0.07258075  0.99736255 -1.444696    4.4608254 ],[0.21134003 0.30430236 0.48435763],2416,2,2,98,False
2722,[-1.65573438  2.21443281  0.22454953  2.74485569],[-0.08483596 -0.99639493 -0.6001083   0.7999188   0.22454953  2.7448556 ],[0.28093964 0.35137188 0.36768854],2721,1,2,99,False
2723,[-1.45008958  2.57519862  1.79426448  0.84396393],[ 0.12041384 -0.99272376 -0.8438414   0.53659266  1.7942644   0.8439639 ],[0.33771574 0.35521612 0.30706817],2722,0,2,100,False
2724,[-0.95577117  2.54274011  3.0829375  -1.18748569],[ 0.5769791  -0.81675893 -0.825983    0.5636951   3.0829375  -1.1874857 ],[0.41932297 0.31299275 0.26768422],2723,0,2,101,False
2725,[-0.27083161  2.13831481  3.63167408 -2.83941268],[ 0.9635487  -0.26753283 -0.5375412   0.84323746  3.631674   -2.8394127 ],[0.47313142 0.289247   0.23762152],2724,2,3,102,False
2726,[-1.44085597  2.22594163 -1.48514902  2.39483774],[ 0.129575   -0.99156964 -0.60927445  0.7929594  -1.485149    2.3948379 ],[0.26849288 0.321415   0.41009206],1292,1,2,97,False
2727,[-1.61655568  2.56814382 -0.26947147  1.05270567],[-0.04574339 -0.9989532  -0.84003484  0.5425324  -0.26947147  1.0527056 ],[0.31153053 0.35710612 0.3313633 ],2726,2,2,98,False
2728,[-1.54310715  2.62889435  0.99976227 -0.45499367],[ 0.02768564 -0.9996167  -0.8714241   0.4905304   0.9997623  -0.45499367],[0.34824508 0.36484358 0.28691137],2727,1,2,99,False
2729,[-1.22032311  2.37681539  2.20575834 -2.10496538],[ 0.3433423  -0.93921036 -0.7215366   0.6923763   2.2057583  -2.1049654 ],[0.40918148 0.34010056 0.250718  ],2728,1,2,100,False
2730,[-0.67047992  1.74160131  3.24463231 -4.33341446],[ 0.78352356 -0.6213621  -0.16997567  0.98544824  3.2446322  -4.3334146 ],[0.4746293  0.30501273 0.220358  ],2729,0,3,101,False
2731,[-0.58648759  1.46035953  3.2248033  -4.47482857],[ 0.83288974 -0.553439    0.11021245  0.99390805  3.2248032  -4.4748287 ],[0.48216414 0.30207035 0.2157655 ],2655,2,2,101,False
2732,[ 0.14124915  0.31376008  3.93683934 -6.76535834],[ 0.9900409   0.14077993  0.9511798   0.30863732  3.9368393  -6.7653584 ],[0.56866    0.2561353  0.17520463],2731,0,0,102,False
2733,[ 0.8572568  -0.93175769  3.00774153 -5.2080643 ],[ 0.65451396  0.75604993  0.59642404 -0.8026695   3.0077415  -5.208064  ],[0.51969683 0.27316535 0.20713791],2732,2,0,103,False
2734,[ 1.31699287 -1.73479044  1.58854724 -2.91257627],[ 0.25108737  0.9679644  -0.16326003 -0.98658305  1.5885472  -2.9125762 ],[0.45490947 0.28908995 0.25600058],2733,2,2,104,False
2735,[ 1.5019978  -2.1533576   0.2623126  -1.31395444],[ 0.06874426  0.9976343  -0.5501645  -0.83505625  0.2623126  -1.3139545 ],[0.4040271  0.30925938 0.2867135 ],2734,1,3,105,False
2736,[ 0.68595319 -0.89828911  0.26411831  0.97005395],[ 0.77381563  0.6334109   0.62294924 -0.78226227  0.2641183   0.970054  ],[0.33056706 0.2959778  0.37345514],1720,0,0,62,False
2737,[ 0.63222999 -0.54251272 -0.7955398   2.5607103 ],[ 0.80671173  0.5909452   0.8564141  -0.51628953 -0.7955398   2.5607102 ],[0.25704414 0.30170104 0.44125485],2736,2,2,63,False
2738,[ 0.38209256  0.09673274 -1.62923443  3.67834712],[ 0.9278864   0.37286294  0.995325    0.09658195 -1.6292344   3.678347  ],[0.19870502 0.30525878 0.49603614],2737,2,2,64,False
2739,[ 0.03630192  0.8070488  -1.73650341  3.23803176],[ 0.99934113  0.03629395  0.6916329   0.72224915 -1.7365034   3.2380319 ],[0.2180063  0.31744605 0.4645477 ],2738,1,2,65,False
2740,[-0.28550025  1.34303535 -1.43552609  2.06248582],[ 0.9595209 -0.2816375  0.2257969  0.9741744 -1.4355261  2.062486 ],[0.2653892  0.31747544 0.41713536],2739,1,3,66,False
2741,[-0.19352388 -0.42740793  2.70038903 -4.61260703],[ 0.9813326  -0.19231819  0.91004324 -0.4145133   2.7003891  -4.612607  ],[0.49298006 0.29715803 0.20986187],2186,2,2,72,False
2742,[ 0.32628639 -1.2357947   2.40281903 -3.30474273],[ 0.94723916  0.32052755  0.3287707  -0.9444098   2.402819   -3.3047428 ],[0.47070748 0.29885653 0.23043594],2741,1,2,73,False
2743,[ 0.73298704 -1.70254954  1.61489191 -1.36871078],[ 0.74317914  0.66909254 -0.13137236 -0.99133307  1.6148919  -1.3687108 ],[0.44211912 0.29288468 0.26499623],2742,2,2,74,False
2744,[ 0.95335952 -1.78915584  0.55107943  0.49109312],[ 0.5789471   0.8153651  -0.21662839 -0.97625417  0.55107945  0.49109313],[0.383827   0.294071   0.32210204],2743,2,2,75,False
2745,[ 0.95981012 -1.55512736 -0.49573903  1.84986111],[ 0.5736755   0.8190827   0.01566833 -0.9998773  -0.49573904  1.8498611 ],[0.32206145 0.30203557 0.37590298],2744,0,3,76,False
2746,[-1.50409769  1.41304662 -1.38016527  4.2472577 ],[ 0.06664919 -0.99777645  0.15709625  0.9875833  -1.3801652   4.2472577 ],[0.2108897  0.30858642 0.48052385],2466,2,2,98,False
2747,[-1.62183316  2.11179965  0.20048303  2.7638167 ],[-0.05101468 -0.9986979  -0.5149963   0.8571924   0.20048302  2.7638166 ],[0.27492267 0.35167035 0.37340698],2746,2,2,99,False
2748,[-1.43002636  2.51461209  1.68842536  1.23881597],[ 0.1403055  -0.99010825 -0.8098027   0.5867023   1.6884254   1.238816  ],[0.3263602  0.35605848 0.3175814 ],2747,2,2,100,False
2749,[-0.96345965  2.59878816  2.91408937 -0.40244502],[ 0.57068247 -0.82117087 -0.8562634   0.5165394   2.9140894  -0.40244502],[0.39578465 0.31926417 0.28495124],2748,2,2,101,False
2750,[-0.30330225  2.36038196  3.55342247 -1.94009462],[ 0.9543554  -0.29867336 -0.71006155  0.7041396   3.5534225  -1.9400946 ],[0.45661718 0.2924039  0.25097892],2749,2,3,102,False
2751,[-1.11219151  2.00562204 -1.84175549  1.87280816],[ 0.44269753 -0.896671   -0.42125234  0.9069435  -1.8417555   1.8728082 ],[0.2677886  0.31513274 0.4170787 ],2027,2,2,82,False
2752,[-1.37127477  2.2327154  -0.72662676  0.432215  ],[ 0.19820039 -0.98016155 -0.6146318   0.7888142  -0.72662675  0.432215  ],[0.30921748 0.347583   0.34319952],2751,2,2,83,False
2753,[-1.39126078  2.1653988   0.53046902 -1.10263674],[ 0.17857261 -0.9839267  -0.5601795   0.8283712   0.530469   -1.1026367 ],[0.36123762 0.3571285  0.28163385],2752,1,2,84,False
2754,[-1.16008467  1.78411244  1.77286675 -2.75444784],[ 0.3992619  -0.9168369  -0.211702    0.97733426  1.7728667  -2.754448  ],[0.4173833  0.34522396 0.23739274],2753,1,2,85,False
2755,[-0.67779968  1.00966038  3.0379728  -5.06798223],[ 0.7789544  -0.6270806   0.5321483   0.84665114  3.0379727  -5.067982  ],[0.4950093  0.30214787 0.20284283],2754,0,0,86,False
2756,[ 0.73365146 -1.40034255  2.6880527  -3.90102359],[ 0.7427344   0.6695862   0.16962957 -0.9855079   2.6880527  -3.9010236 ],[0.4881592  0.28744155 0.22439921],2701,2,2,88,False
2757,[ 1.16684225 -1.9827398   1.61529558 -1.98459147],[ 0.39305723  0.919514   -0.40039098 -0.9163444   1.6152955  -1.9845915 ],[0.4470781  0.29236722 0.26055464],2756,1,2,89,False
2758,[ 1.37780553 -2.23640593  0.47916142 -0.58165364],[ 0.19179502  0.981435   -0.61753875 -0.78654045  0.4791614  -0.58165365],[0.41601425 0.30373505 0.28025073],2757,0,2,90,False
2759,[ 1.34224324 -2.17824925 -0.8335306   1.16960317],[ 0.22656848  0.97399527 -0.5707779  -0.82110447 -0.8335306   1.1696031 ],[0.36804003 0.31292993 0.3190301 ],2758,2,2,91,False
2760,[ 1.04735482 -1.75611118 -2.10277722  3.11175471],[ 0.4998638   0.866104   -0.184256   -0.98287827 -2.1027772   3.1117547 ],[0.26719916 0.3185275  0.4142734 ],2759,2,3,92,False
2761,[-0.63163742  1.41504267 -2.84185762  3.80316746],[ 0.80706173 -0.59046704  0.15512468  0.9878949  -2.8418577   3.8031676 ],[0.20226102 0.28707582 0.5106632 ],2515,1,0,81,False
2762,[-1.11402544  1.99858129 -1.93701639  2.07513838],[ 0.44105235 -0.8974814  -0.41485637  0.9098869  -1.9370164   2.0751383 ],[0.26231542 0.31148705 0.42619756],2761,2,2,82,False
2763,[-1.37740449  2.22152329 -0.67488311  0.19647355],[ 0.19218859 -0.981358   -0.605765    0.7956436  -0.6748831   0.19647354],[0.3124637  0.3515577  0.33597866],2762,0,2,83,False
2764,[-1.38609813  2.1070221   0.59211249 -1.34060225],[ 0.18364987 -0.9829917  -0.51089513  0.85964304  0.5921125  -1.3406023 ],[0.36769605 0.3584283  0.27387568],2763,1,2,84,False
2765,[-1.13329912  1.65316171  1.93412296 -3.25886085],[ 0.42367372 -0.9058149  -0.08227229  0.99660987  1.9341229  -3.2588608 ],[0.42786768 0.34313574 0.22899662],2764,0,3,85,False
2766,[-0.62100644  1.38740924 -2.74398289  3.54946641],[ 0.8132933  -0.581854    0.1823609   0.98323166 -2.7439828   3.5494664 ],[0.2084175  0.28960252 0.50197995],2515,0,0,81,False
2767,[-1.08520646  1.92507594 -1.85138634  1.86187096],[ 0.46673012 -0.8843998  -0.3469148   0.93789667 -1.8513863   1.861871  ],[0.26543573 0.31562543 0.41893885],2766,2,2,82,False
2768,[-1.34692673  2.14936647 -0.74256227  0.41607223],[ 0.22200431 -0.9750457  -0.5468274   0.8372454  -0.7425623   0.41607222],[0.30816722 0.34652534 0.34530738],2767,2,2,83,False
2769,[-1.37011779  2.07858415  0.51490789 -1.12047   ],[ 0.1993343  -0.97993153 -0.4862454   0.87382233  0.5149079  -1.12047   ],[0.362701   0.35563415 0.28166482],2768,1,2,84,False
2770,[-1.13389341  1.67040688  1.84389114 -3.01599652],[ 0.42313534 -0.9060665  -0.09944591  0.995043    1.8438911  -3.0159965 ],[0.42357653 0.34385204 0.2325714 ],2769,0,3,85,False
2771,[-1.09529582  1.95927832 -1.67819317  1.42572879],[ 0.4577835  -0.8890637  -0.37878397  0.92548513 -1.6781932   1.4257288 ],[0.2760831  0.32542953 0.3984874 ],2027,0,2,82,False
2772,[-1.31399059  2.07725138 -0.48610325 -0.21585466],[ 0.25399235 -0.96720624 -0.48508036  0.8744696  -0.48610327 -0.21585466],[0.3216059  0.35396898 0.32442516],2771,1,2,83,False
2773,[-1.28485091  1.87861414  0.78144427 -1.77701937],[ 0.28206462 -0.9593954  -0.30297974  0.95299697  0.78144425 -1.7770194 ],[0.38241833 0.356585   0.26099664],2772,1,2,84,False
2774,[-1.0022045   1.35378806  2.03800023 -3.5253355 ],[ 0.53844595 -0.84266     0.21530902  0.976546    2.0380003  -3.5253356 ],[0.4403613  0.3385563  0.22108236],2773,1,2,85,False
2775,[-0.46552987  0.41947812  3.26660065 -5.74625564],[ 0.89358383 -0.44889635  0.91330165  0.40728387  3.2666006  -5.746256  ],[0.525937   0.28342533 0.1906377 ],2774,0,0,86,False
2776,[-1.10161788  1.97616117 -1.73301911  1.60787212],[ 0.45215365 -0.89194006 -0.39435408  0.9189586  -1.7330191   1.6078721 ],[0.27284908 0.32084423 0.40630674],2036,2,2,82,False
2777,[-1.33152666  2.13009817 -0.54386333 -0.03629027],[ 0.23699316 -0.9715113  -0.5305945   0.84762573 -0.54386336 -0.03629027],[0.31753686 0.35272637 0.3297367 ],2776,1,2,83,False
2778,[-1.31441531  1.96805132  0.71867101 -1.5881845 ],[ 0.25358152 -0.967314   -0.38688856  0.9221265   0.718671   -1.5881845 ],[0.37611285 0.35739067 0.26649648],2777,1,2,84,False
2779,[-1.05342446  1.50762091  1.87863899 -3.05699224],[ 0.49459767 -0.869122    0.0631334   0.9980051   1.878639   -3.0569923 ],[0.42906803 0.3411667  0.2297652 ],2778,2,2,85,False
2780,[-0.55021652  0.66989526  3.12020974 -5.32970818],[ 0.8524113  -0.5228718   0.78388673  0.6209039   3.1202097  -5.329708  ],[0.5100276  0.29222187 0.19775058],2779,0,0,86,False
2781,[ 0.67445955 -0.86863556  0.14799108  1.26722522],[ 0.78104454  0.6244753   0.64586884 -0.7634484   0.14799108  1.2672253 ],[0.319502   0.29794952 0.38254848],1720,1,2,62,False
2782,[ 0.61036832 -0.48680024 -0.77427518  2.50852946],[ 0.81943697  0.5731693   0.88383424 -0.46780023 -0.7742752   2.5085294 ],[0.25709206 0.30327302 0.43963492],2781,1,2,63,False
2783,[ 0.39469653  0.06617669 -1.31560922  2.88674999],[ 0.9231133   0.38452807  0.99781114  0.0661284  -1.3156092   2.88675   ],[0.22915632 0.30934143 0.46150234],2782,0,2,64,False
2784,[ 0.09033381  0.66978752 -1.64341048  2.97899683],[ 0.9959227   0.090211    0.7839536   0.62081945 -1.6434104   2.9789968 ],[0.22834094 0.31454995 0.45710912],2783,2,2,65,False
2785,[-0.22105518  1.17077715 -1.41827888  1.95380697],[ 0.97566664 -0.21925925  0.389436    0.9210535  -1.4182789   1.953807  ],[0.27015108 0.3139371  0.4159118 ],2784,1,3,66,False
2786,[ 0.880869   -0.99296857  3.22324131 -5.77014969],[ 0.6364811   0.77129227  0.54620564 -0.83765113  3.2232413  -5.7701497 ],[0.53043175 0.27119797 0.19837031],2732,0,0,103,False
2787,[ 1.38586997 -1.91744652  1.82805266 -3.58038037],[ 0.18387415  0.9829498  -0.33974916 -0.94051605  1.8280526  -3.5803804 ],[0.46942675 0.2831655  0.2474078 ],2786,1,2,104,False
2788,[ 1.60822697 -2.44366342  0.40650233 -1.74055441],[-0.0374219   0.9992995  -0.76617455 -0.6426325   0.40650234 -1.7405545 ],[0.40868556 0.3100245  0.28129   ],2787,2,2,105,False
2789,[ 1.55854074 -2.64091168 -0.89579616 -0.22446663],[ 0.01225528  0.9999249  -0.87725586 -0.48002303 -0.8957962  -0.22446664],[0.3884014  0.30916664 0.30243194],2788,1,2,106,False
2790,[ 1.25408413 -2.52547292 -2.12702172  1.40873016],[ 0.31144395  0.9502645  -0.8161269  -0.57787275 -2.1270218   1.4087301 ],[0.3442656  0.31456003 0.34117433],2789,1,3,107,False
2791,[ 0.86910027 -0.96244448  3.11621512 -5.49061555],[ 0.64551395  0.76374847  0.5715158  -0.8205911   3.1162152  -5.4906154 ],[0.525206   0.2718667  0.20292726],2732,1,0,103,False
2792,[ 1.36520505 -1.86395633  1.83178971 -3.59619935],[ 0.20414601  0.9789404  -0.28897884 -0.9573355   1.8317897  -3.5961993 ],[0.47042805 0.28291398 0.24665798],2791,0,2,104,False
2793,[ 1.58777422 -2.39196703  0.40461988 -1.74429661],[-0.01697708  0.9998559  -0.731944   -0.6813648   0.40461987 -1.7442966 ],[0.40851778 0.31051138 0.28097078],2792,2,2,105,False
2794,[ 1.54327703 -2.60968068 -0.84347461 -0.42420415],[ 0.02751582  0.9996214  -0.86183894 -0.50718206 -0.8434746  -0.42420414],[0.38979253 0.30886808 0.30133936],2793,0,2,106,False
2795,[ 1.2544052  -2.55394023 -2.02432383  1.00713752],[ 0.31113884  0.9503645  -0.8322445  -0.5544088  -2.024324    1.0071375 ],[0.35716668 0.31042367 0.33240962],2794,0,3,107,False
2796,[ 1.00003891 -1.56198837  2.81285798 -4.43951696],[ 0.54026955  0.841492    0.00880784 -0.9999612   2.8128579  -4.439517  ],[0.5047377  0.27325246 0.22200994],2666,1,2,89,False
2797,[ 1.43903446 -2.24587472  1.56892929 -2.49996618],[ 0.13138095  0.99133193 -0.6249585  -0.78065795  1.5689293  -2.4999661 ],[0.44651902 0.2917981  0.2616829 ],2796,1,2,90,False
2798,[ 1.61879337 -2.5672409   0.22931077 -0.74656418],[-0.04797862  0.9988484  -0.83954465 -0.5432907   0.22931077 -0.7465642 ],[0.4064845  0.31320474 0.2803108 ],2797,2,2,91,False
2799,[ 1.5317386  -2.54728814 -1.09620493  0.95810367],[ 0.03904779  0.99923736 -0.8285381  -0.55993265 -1.0962049   0.95810366],[0.37292862 0.3143484  0.31272298],2798,2,2,92,False
2800,[ 1.18385458 -2.17137344 -2.3627862   2.85926367],[ 0.37735805  0.9260675  -0.5651187  -0.8250096  -2.3627863   2.8592637 ],[0.28667843 0.32730335 0.38601822],2799,2,3,93,False
2801,[-0.64218432  1.44251022 -2.93835751  4.05429263],[ 0.80078936 -0.59894603  0.12793453  0.9917826  -2.9383576   4.0542927 ],[0.19699427 0.28417808 0.5188277 ],2515,2,0,81,False
2802,[-1.13409892  2.04850184 -1.9412661   2.06713497],[ 0.4229491  -0.90615344 -0.45974275  0.8880521  -1.9412661   2.0671349 ],[0.2640129  0.31124228 0.4247448 ],2801,1,2,82,False
2803,[-1.40519403  2.29189939 -0.74793583  0.40660031],[ 0.16484642 -0.98631924 -0.6602136   0.75107795 -0.74793583  0.4066003 ],[0.30982053 0.3490855  0.34109393],2802,1,2,83,False
2804,[-1.42874892  2.21998633  0.51625318 -1.12231332],[ 0.1415702  -0.98992825 -0.60454136  0.79657376  0.5162532  -1.1223133 ],[0.3605818  0.35893083 0.28048733],2803,1,2,84,False
2805,[-1.19190935  1.81333431  1.84872059 -2.9980425 ],[ 0.3698866  -0.9290769  -0.2401671   0.97073156  1.8487206  -2.9980426 ],[0.4200484  0.34579268 0.23415898],2804,0,3,85,False
2806,[ 0.7546759  -1.455482    2.87861584 -4.40383003],[ 0.72849363  0.6850526   0.11505893 -0.9933587   2.8786159  -4.40383   ],[0.5033429  0.27947927 0.21717782],2701,0,2,88,False
2807,[ 1.22260387 -2.12932534  1.77669602 -2.41530019],[ 0.34119928  0.939991   -0.5299393  -0.8480356   1.776696   -2.4153001 ],[0.4537167  0.2915819  0.25470138],2806,1,2,89,False
2808,[ 1.4569764  -2.44639638  0.55451951 -0.79190545],[ 0.11357433  0.9935295  -0.767928   -0.6405362   0.55451953 -0.79190546],[0.41747665 0.30898917 0.27353418],2807,1,2,90,False
2809,[ 1.44255055 -2.45224947 -0.69755525  0.73518247],[ 0.12789452  0.9917878  -0.77166396 -0.6360305  -0.69755524  0.73518246],[0.3873911  0.30992854 0.3026803 ],2808,1,2,91,False
2810,[ 1.18763549 -2.16599534 -1.8331868   2.1602749 ],[ 0.37385395  0.92748755 -0.56067353 -0.8280369  -1.8331867   2.160275  ],[0.3107519  0.32970142 0.3595467 ],2809,0,3,92,False
2811,[ 0.13607475 -0.24675628 -2.21331409  3.38373427],[ 0.9907561   0.1356552   0.9697098  -0.24425979 -2.213314    3.3837342 ],[0.2029793  0.30133906 0.49568164],2676,2,2,52,False
2812,[-0.3049344   0.43019488 -2.07517689  3.15131095],[ 0.95386666 -0.3002306   0.90888447  0.41704792 -2.075177    3.151311  ],[0.20931257 0.31281015 0.4778773 ],2811,1,2,53,False
2813,[-0.66571197  0.9735537  -1.46463174  2.18514325],[ 0.78647727 -0.6176192   0.5623646   0.8268894  -1.4646318   2.1851432 ],[0.25330272 0.3203048  0.42639244],2812,2,2,54,False
2814,[-0.85288341  1.23407311 -0.38973747  0.42824069],[ 0.65781415 -0.75318027  0.33039612  0.94384235 -0.38973746  0.4282407 ],[0.3310201  0.3230623  0.34591764],2813,0,2,55,False
2815,[-0.82848582  1.17475715  0.63196318 -1.02186219],[ 0.67599237 -0.7369086   0.38576713  0.92259616  0.6319632  -1.0218621 ],[0.38703218 0.32794285 0.28502497],2814,1,3,56,False
2816,[-0.2276805   0.79085728 -3.17655506  5.16138715],[ 0.97419256 -0.22571848  0.7032361   0.7109564  -3.1765552   5.161387  ],[0.15998517 0.283569   0.5564458 ],2599,1,0,80,False
2817,[-0.78805791  1.6275619  -2.37121392  3.17461234],[ 0.70522356 -0.70898503 -0.05673509  0.99838924 -2.371214    3.1746123 ],[0.22547208 0.2968957  0.47763222],2816,1,2,81,False
2818,[-1.15264522  2.0551016  -1.24422029  1.15493344],[ 0.40607154 -0.9138413  -0.46559364  0.8849986  -1.2442203   1.1549335 ],[0.29008302 0.33277345 0.37714356],2817,0,2,82,False
2819,[-1.29091792  2.1474199  -0.12518    -0.21490718],[ 0.2762388  -0.961089   -0.54519653  0.8383082  -0.12517999 -0.21490717],[0.327566   0.3517033  0.32073075],2818,2,2,83,False
2820,[-1.19389842  1.94843202  1.09162554 -1.79141855],[ 0.36803788 -0.9298108  -0.36872378  0.929539    1.0916256  -1.7914186 ],[0.3897773  0.35199344 0.25822923],2819,1,2,84,False
2821,[ 0.704086   -0.90096826  0.60512328 -2.06636002],[ 0.7622035   0.64733744  0.6208512  -0.7839284   0.6051233  -2.06636   ],[0.42723504 0.3092321  0.26353285],321,0,2,37,False
